date,0x5d22045DAcEAB03B158031eCB7D9d06Fad24609b
2022-11-12,2057.299976
2022-11-13,2062.03826273
2022-11-14,1882.69644439
2022-11-15,1722.03691015
2022-11-16,1722.54179702
2022-11-17,1729.61053773
2022-11-18,1731.23721949
2022-11-19,1731.42221949
2022-11-20,1731.41821949
2022-11-21,1731.4322906
2022-11-22,1731.45800409
2022-11-23,1792.02343022
2022-11-24,1792.24352563
2022-11-25,1792.24352563
2022-11-26,2462.1955109
2022-11-27,2275.27518845
2022-11-28,2095.60350845
2022-11-29,2128.66360496
2022-11-30,1829.88268548
2022-12-01,2332.67353375
2022-12-02,2333.81505099
2022-12-03,2334.20890439
2022-12-04,2335.27890439
2022-12-05,2335.29890439
2022-12-06,2336.96506807
2022-12-07,2337.23039759
2022-12-08,2372.01380355
2022-12-09,2427.8946376
2022-12-10,2427.65032055
2022-12-11,2428.00232055
2022-12-12,2196.85723148
2022-12-13,2197.03481625
2022-12-14,2385.09428178
2022-12-15,2411.96766431
2022-12-16,2411.98766431
2022-12-17,2267.31781236
2022-12-18,2266.86808838
2022-12-19,2266.86908838
2022-12-20,2266.87908838
2022-12-21,2268.29908838
2022-12-22,2268.32508838
2022-12-23,2268.32508838
2022-12-24,2268.51832386
2022-12-25,2269.81832386
2022-12-26,2269.66111135
2022-12-27,2269.04232685
2022-12-28,2271.80571331
2022-12-29,2272.31816982
2022-12-30,2272.33816982
2022-12-31,2270.06612948
2023-01-01,2270.13967199
2023-01-02,2270.11353613
2023-01-03,2279.09800599
2023-01-04,2279.13500599
2023-01-05,1638.73875945
2023-01-06,1652.46875945
2023-01-07,1656.42179142
2023-01-08,1656.42179142
2023-01-09,1665.42179142
2023-01-10,1666.92179142
2023-01-11,1667.12179142
2023-01-12,1662.13829142
2023-01-13,1662.34829142
2023-01-14,1662.49434445
2023-01-15,1666.71266652
2023-01-16,1668.37757514
2023-01-17,1668.77757514
2023-01-18,1668.77757514
2023-01-19,1668.77757514
2023-01-20,1708.95014355
2023-01-21,1429.16258826
2023-01-22,1432.42358826
2023-01-23,1442.41558826
2023-01-24,1476.0546611
2023-01-25,1476.0586611
2023-01-26,1476.0586611
2023-01-27,1476.9616611
2023-01-28,1477.0137611
2023-01-29,1477.0147611
2023-01-30,1477.0297611
2023-01-31,1477.0297611
2023-02-01,1477.00279063
2023-02-02,1477.00279063
2023-02-03,1477.00279063
2023-02-04,1481.16421941
2023-02-05,1481.16421941
2023-02-06,1482.23686941
2023-02-07,1482.30086941
2023-02-08,1481.41576941
2023-02-09,1481.42576941
2023-02-10,1481.49524601
2023-02-11,1482.78524601
2023-02-12,1483.74188945
2023-02-13,1483.98188945
2023-02-14,1485.45308727
2023-02-15,1486.57308727
2023-02-16,1487.57308727
2023-02-17,1487.90808727
2023-02-18,1490.29418492
2023-02-19,1490.55448098
2023-02-20,1497.08448098
2023-02-21,1496.83930673
2023-02-22,1496.85382926
2023-02-23,1496.85382926
2023-02-24,1497.10382926
2023-02-25,1500.66571223
2023-02-26,1371.98740533
2023-02-27,1371.98840533
2023-02-28,1410.38252533
2023-03-01,1410.38252533
2023-03-02,1412.56718837
2023-03-03,1412.69218837
2023-03-04,1413.15218837
2023-03-05,1423.25218837
2023-03-06,1423.74218837
2023-03-07,1423.84218837
2023-03-08,1424.35718837
2023-03-09,1424.35718837
2023-03-10,1424.68718837
2023-03-11,1425.58488837
2023-03-12,1425.59488837
2023-03-13,1427.48129301
2023-03-14,1428.42129301
2023-03-15,1428.32659301
2023-03-16,1434.13222525
2023-03-17,1455.56065678
2023-03-18,1457.76275315
2023-03-19,1460.24223105
2023-03-20,1462.62702047
2023-03-21,1463.10486127
2023-03-22,1471.68077566
2023-03-23,1472.93378214
2023-03-24,1549.96427098
2023-03-25,1585.14221263
2023-03-26,1708.62084966
2023-03-27,1813.03327626
2023-03-28,1682.47970201
2023-03-29,1727.5149845
2023-03-30,1655.10023843
2023-03-31,1534.98453186
2023-04-01,1554.54037133
2023-04-02,1638.72924132
2023-04-03,1663.95437188
2023-04-04,1592.3868978
2023-04-05,1498.8255015
2023-04-06,1836.22649023
2023-04-07,1568.42121968
2023-04-08,1588.80097764
2023-04-09,1614.12754803
2023-04-10,1559.60280267
2023-04-11,1608.70654855
2023-04-12,1626.86884154
2023-04-13,1656.14841653
2023-04-14,1683.46830541
2023-04-15,1749.31054406
2023-04-16,1756.20007986
2023-04-17,1766.50568257
2023-04-18,1622.98875685
2023-04-19,1634.99076802
2023-04-20,1576.49110628
2023-04-21,1581.61085573
2023-04-22,1584.7988736
2023-04-23,1600.41580335
2023-04-24,1678.82059481
2023-04-25,1682.87833819
2023-04-26,1608.01588512
2023-04-27,1478.06462581
2023-04-28,1481.8761631
2023-04-29,1500.51736136
2023-04-30,1512.014106
2023-05-01,1513.51792884
2023-05-02,1524.37060891
2023-05-03,1425.45913419
2023-05-04,11427.0136947
2023-05-05,11448.75094604
2023-05-06,1443.0798958
2023-05-07,1472.19408686
2023-05-08,1472.47508686
2023-05-09,1475.39827165
2023-05-10,1477.87304482
2023-05-11,1478.9030635
2023-05-12,1476.2173743
2023-05-13,1477.75910087
2023-05-14,1487.03663442
2023-05-15,1497.66430708
2023-05-16,1405.65547558
2023-05-17,1335.02745565
2023-05-18,1350.6887102
2023-05-19,1294.35236883
2023-05-20,1299.48847241
2023-05-21,1308.89677459
2023-05-22,1311.67846758
2023-05-23,1317.94456598
2023-05-24,1334.61111679
2023-05-25,1330.00744351
2023-05-26,1334.40278056
2023-05-27,1339.49800179
2023-05-28,1294.12977421
2023-05-29,1526.97617356
2023-05-30,1649.04558322
2023-05-31,1557.82139327
2023-06-01,21756.84027962
2023-06-02,21606.8230225
2023-06-03,21494.72183072
2023-06-04,21455.92640364
2023-06-05,21451.4333984
2023-06-06,21312.89477604
2023-06-07,21316.66808893
2023-06-08,21226.32975578
2023-06-09,21230.15409081
2023-06-10,21244.40609639
2023-06-11,21271.84199998
2023-06-12,21281.02786621
2023-06-13,21284.83408073
2023-06-14,21285.99762936
2023-06-15,21290.32155536
2023-06-16,21290.44355741
2023-06-17,21293.67184911
2023-06-18,21307.59680718
2023-06-19,1310.48848278
2023-06-20,2316.23374409
2023-06-21,1337.91847175
2023-06-22,1269.01265288
2023-06-23,1182.53747558
2023-06-24,1182.37875068
2023-06-25,1147.50358315
2023-06-26,1158.82394979
2023-06-27,1167.48817405
2023-06-28,1171.98638701
2023-06-29,1173.04878363
2023-06-30,1183.5676075
2023-07-01,1200.71448238
2023-07-02,1216.12538207
2023-07-03,1232.5440281
2023-07-04,1235.75666605
2023-07-05,1252.53860126
2023-07-06,1256.63478432
2023-07-07,1259.04848809
2023-07-08,1260.09324849
2023-07-09,1277.43016065
2023-07-10,1279.11673045
2023-07-11,1284.64735185
2023-07-12,1295.94025375
2023-07-13,1298.39659699
2023-07-14,1299.79889699
2023-07-15,1304.28956374
2023-07-16,1310.57855971
2023-07-17,1316.22934942
2023-07-18,1323.46435474
2023-07-19,1380.48086139
2023-07-20,1823.16618016
2023-07-21,1307.44724994
2023-07-22,1445.44182652
2023-07-23,1522.19463043
2023-07-24,1401.73002863
2023-07-25,1372.84221633
2023-07-26,1328.91429418
2023-07-27,2395.80714373
2023-07-28,1579.69195917
2023-07-29,1616.22038748
2023-07-30,1433.91651469
2023-07-31,1414.09035864
2023-08-01,1471.8433498
2023-08-02,1417.72174462
2023-08-03,1406.96655104
2023-08-04,1390.98658661
2023-08-05,1392.03740272
2023-08-06,1450.47361248
2023-08-07,1437.77739087
2023-08-08,1472.6025464
2023-08-09,1336.26303407
2023-08-10,1292.59766115
2023-08-11,1284.63117247
2023-08-12,1292.68717852
2023-08-13,1288.84201049
2023-08-14,1314.95720593
2023-08-15,1333.46245863
2023-08-16,1351.94858511
2023-08-17,1329.23331249
2023-08-18,1178.82699501
2023-08-19,1226.56602968
2023-08-20,1236.49629242
2023-08-21,1216.19282966
2023-08-22,1181.51872096
2023-08-23,1283.64473738
2023-08-24,1335.65114413
2023-08-25,1288.73331257
2023-08-26,1296.07770079
2023-08-27,1249.01649485
2023-08-28,1229.49844402
2023-08-29,1352.46988182
2023-08-30,1332.66796724
2023-08-31,1290.27397924
2023-09-01,1307.69092837
2023-09-02,1296.4238706
2023-09-03,1223.97571945
2023-09-04,1372.36895609
2023-09-05,1342.4861869
2023-09-06,1296.35289234
2023-09-07,1294.15444941
2023-09-08,1327.99407948
2023-09-09,1313.79533468
2023-09-10,1436.3136271
2023-09-11,6375.94199347
2023-09-12,1328.93514279
2023-09-13,1246.83862399
2023-09-14,1264.92181177
2023-09-15,1321.85271639
2023-09-16,1232.12912272
2023-09-17,1342.02508142
2023-09-18,1290.54240167
2023-09-19,1274.24650296
2023-09-20,1337.69697672
2023-09-21,1275.401924
2023-09-22,1262.33357975
2023-09-23,1305.44686969
2023-09-24,1262.36693589
2023-09-25,1283.68890128
2023-09-26,1217.31633809
2023-09-27,1350.46492508
2023-09-28,1323.61135389
2023-09-29,1277.76643
2023-09-30,1361.40958416
2023-10-01,1332.05117332
2023-10-02,1592.37597204
2023-10-03,1452.09785224
2023-10-04,1331.74719737
2023-10-05,1314.43639376
2023-10-06,1286.29963468
2023-10-07,1308.0750705
2023-10-08,1392.24407823
2023-10-09,1342.56917579
2023-10-10,1285.70079523
2023-10-11,1228.64474534
2023-10-12,1210.20906594
2023-10-13,1174.30969415
2023-10-14,1259.25149701
2023-10-15,1229.01929277
2023-10-16,1237.97369787
2023-10-17,1317.51754964
2023-10-18,1294.27123667
2023-10-19,1333.68686625
2023-10-20,1375.81376701
2023-10-21,1296.47195495
2023-10-22,1184.39248321
2023-10-23,1368.97300649
2023-10-24,1290.37809611
2023-10-25,1385.76612354
2023-10-26,1347.60353162
2023-10-27,1354.24508466
2023-10-28,1366.37632001
2023-10-29,1427.8856856
2023-10-30,1431.80166355
2023-10-31,1476.87276302
2023-11-01,1416.9983429
2023-11-02,1360.99831522
2023-11-03,1394.17137763
2023-11-04,1289.28835201
2023-11-05,1320.84648089
2023-11-06,1277.32345712
2023-11-07,1312.79531902
2023-11-08,1316.45531232
2023-11-09,1354.5972882
2023-11-10,1456.83777591
2023-11-11,1467.42069474
2023-11-12,1483.62820079
2023-11-13,1418.18889726
2023-11-14,1433.68359138
2023-11-15,1296.66715303
2023-11-16,1348.53304479
2023-11-17,1503.33767367
2023-11-18,1325.14721739
2023-11-19,1362.99252345
2023-11-20,1314.73334031
2023-11-21,1361.00649242
2023-11-22,1348.03098498
2023-11-23,1326.29702323
2023-11-24,1356.8946279
2023-11-25,1345.68998159
2023-11-26,1499.11094868
2023-11-27,1431.25913351
2023-11-28,1495.23896787
2023-11-29,1437.16997749
2023-11-30,2053.86782504
2023-12-01,8131.07113019
2023-12-02,8635.15952674
2023-12-03,8650.31260845
2023-12-04,8607.02675047
2023-12-05,8619.12926164
2023-12-06,8505.63707072
2023-12-07,8616.07711812
2023-12-08,8562.45534028
2023-12-09,8615.93452741
2023-12-10,8628.84138979
2023-12-11,8684.7176311
2023-12-12,8661.411745
2023-12-13,8662.22696215
2023-12-14,8628.94179332
2023-12-15,8606.87579909
2023-12-16,8684.91955194
2023-12-17,8750.6436089
2023-12-18,8587.79087807
2023-12-19,8630.50815319
2023-12-20,8659.85709701
2023-12-21,8563.94849495
2023-12-22,8551.43213484
2023-12-23,8638.70810713
2023-12-24,8654.82281441
2023-12-25,8655.85406665
2023-12-26,8678.92961074
2023-12-27,8602.45198383
2023-12-28,8674.71695236
2023-12-29,8800.83746163
2023-12-30,8634.92119266
2023-12-31,8690.04575478
2024-01-01,8678.33517321
2024-01-02,8604.13352907
2024-01-03,8656.79533299
2024-01-04,8661.63343015
2024-01-05,8539.42174741
2024-01-06,8512.8108191
2024-01-07,8681.90891932
2024-01-08,8553.68969972
2024-01-09,8625.51980754
2024-01-10,8589.23758357
2024-01-11,8541.02675592
2024-01-12,8665.05691966
2024-01-13,8782.80811894
2024-01-14,8687.08985574
2024-01-15,8707.44691368
2024-01-16,8786.05006076
2024-01-17,8680.59348184
2024-01-18,8597.08317774
2024-01-19,8635.36731741
2024-01-20,8500.949151
2024-01-21,8683.00458778
2024-01-22,8594.59296881
2024-01-23,8631.51735488
2024-01-24,8708.74355823
2024-01-25,8690.32901227
2024-01-26,8615.87606704
2024-01-27,8561.17316793
2024-01-28,8642.31363349
2024-01-29,8860.75733086
2024-01-30,8605.02215722
2024-01-31,8676.89076056
2024-02-01,8669.22145957
2024-02-02,8823.19219137
2024-02-03,8677.21668653
2024-02-04,8564.86106065
2024-02-05,8542.06852391
2024-02-06,8618.56758163
2024-02-07,8513.17788464
2024-02-08,8606.68106965
2024-02-09,8578.17003218
2024-02-10,8694.37664202
2024-02-11,8689.85382045
2024-02-12,9080.71482295
2024-02-13,8699.07788695
2024-02-14,8873.20412995
2024-02-15,8977.24886958
2024-02-16,8884.38907116
2024-02-17,8861.64870755
2024-02-18,8656.84873928
2024-02-19,8655.97492454
2024-02-20,8717.53630006
2024-02-21,8877.97195521
2024-02-22,8828.71377106
2024-02-23,8807.32427469
2024-02-24,8828.42435861
2024-02-25,8735.05800143
2024-02-26,8747.48120315
2024-02-27,8769.25752113
2024-02-28,8829.80740723
2024-02-29,8818.5608243
2024-03-01,8820.7955542
2024-03-02,8978.38696513
2024-03-03,8826.68060638
2024-03-04,8950.23247158
2024-03-05,9089.19115376
2024-03-06,9032.39393756
2024-03-07,8689.156194
2024-03-08,8701.30625262
2024-03-09,8778.07324087
2024-03-10,8749.37725371
2024-03-11,8732.0836028
2024-03-12,8727.22090356
2024-03-13,8823.51313956
2024-03-14,8752.05938334
2024-03-15,8815.62564169
2024-03-16,8846.20199882
2024-03-17,8882.42455939
2024-03-18,8742.15260103
2024-03-19,8740.27413112
2024-03-20,8835.80937524
2024-03-21,8891.28872816
2024-03-22,8804.1693934
2024-03-23,8906.98146686
2024-03-24,8838.80855224
2024-03-25,8893.22853164
2024-03-26,8860.76076263
2024-03-27,9053.48047628
2024-03-28,9125.51704626
2024-03-29,8894.09966113
2024-03-30,8905.11432411
2024-03-31,8771.74988053
2024-04-01,8841.33168092
2024-04-02,8942.19651874
2024-04-03,9034.83698474
2024-04-04,8887.29006887
2024-04-05,8837.79498594
2024-04-06,8990.17307068
2024-04-07,8844.65505771
2024-04-08,8974.62340346
2024-04-09,8868.26519006
2024-04-10,8934.64125161
2024-04-11,8983.55676737
2024-04-12,8879.37914564
2024-04-13,8951.28039668
2024-04-14,8949.8733771
2024-04-15,8946.81905245
2024-04-16,8839.75643562
2024-04-17,8778.40719328
2024-04-18,8713.86845462
2024-04-19,8804.70154272
2024-04-20,8961.68240142
2024-04-21,8894.69712905
2024-04-22,8778.9110313
2024-04-23,8761.38233388
2024-04-24,8905.32948444
2024-04-25,9154.46351162
2024-04-26,9021.25206547
2024-04-27,8885.19807924
2024-04-28,8799.80698669
2024-04-29,8915.09655983
2024-04-30,8853.27051852
2024-05-01,8813.72511808
2024-05-02,8887.72753293
2024-05-03,8946.35521305
2024-05-04,9054.93966713
2024-05-05,8850.22909149
2024-05-06,8899.2555608
2024-05-07,8929.71783005
2024-05-08,9024.81982703
2024-05-09,9280.34794528
2024-05-10,9287.9225009
2024-05-11,9096.79805413
2024-05-12,9121.66239751
2024-05-13,8900.07532371
2024-05-14,9061.41887793
2024-05-15,8948.75169347
2024-05-16,9054.06461572
2024-05-17,9165.20524354
2024-05-18,9102.96026225
2024-05-19,9117.83436015
2024-05-20,9073.15324114
2024-05-21,9067.32528062
2024-05-22,8990.37220852
2024-05-23,9021.39107332
2024-05-24,8990.46037902
2024-05-25,9192.19849941
2024-05-26,9178.04269306
2024-05-27,8981.9520889
2024-05-28,8917.47793474
2024-05-29,9213.148067
2024-05-30,9457.9106639
2024-05-31,9596.23629325
2024-06-01,8876.28849198
2024-06-02,8998.06429603
2024-06-03,9091.58511929
2024-06-04,9088.41901507
2024-06-05,8952.20109221
2024-06-06,9189.88299746
2024-06-07,9035.15517686
2024-06-08,9005.48364994
2024-06-09,8772.74162586
2024-06-10,8985.35695929
2024-06-11,9048.71281521
2024-06-12,8966.55233128
2024-06-13,8780.97677603
2024-06-14,8933.04457737
2024-06-15,8983.28115946
2024-06-16,8852.64758332
2024-06-17,8945.68186238
2024-06-18,9001.97242836
2024-06-19,8977.53373411
2024-06-20,8933.06762433
2024-06-21,9099.24089804
2024-06-22,8899.35954436
2024-06-23,8903.45819664
2024-06-24,8938.1978136
2024-06-25,8743.94266838
2024-06-26,8972.44079683
2024-06-27,9141.99298537
2024-06-28,8918.90673317
2024-06-29,8922.82173505
2024-06-30,9002.07024073
2024-07-01,9215.63739127
2024-07-02,9020.99585637
2024-07-03,8976.13081454
2024-07-04,9017.76294512
2024-07-05,9027.96891487
2024-07-06,9059.07299386
2024-07-07,8814.43866493
2024-07-08,8936.02728184
2024-07-09,9016.03743308
2024-07-10,8885.71861036
2024-07-11,8998.79547395
2024-07-12,8968.89050297
2024-07-13,9060.79811588
2024-07-14,9068.89535582
2024-07-15,9096.2633778
2024-07-16,8865.79871693
2024-07-17,8938.15430992
2024-07-18,9015.49368451
2024-07-19,8983.88363415
2024-07-20,9003.31086353
2024-07-21,8866.16210991
2024-07-22,8879.88588939
2024-07-23,8845.83681745
2024-07-24,8820.37679913
2024-07-25,9082.12512205
2024-07-26,8774.02301971
2024-07-27,8849.68188853
2024-07-28,8800.70417454
2024-07-29,8845.98710026
2024-07-30,8794.85993251
2024-07-31,8857.24006271
2024-08-01,9116.88591556
2024-08-02,9027.71651102
2024-08-03,8910.26647624
2024-08-04,9020.21525715
2024-08-05,9034.15776449
2024-08-06,8827.72701346
2024-08-07,8825.21190613
2024-08-08,8943.84855926
2024-08-09,8942.10914401
2024-08-10,8846.91740947
2024-08-11,8936.39726456
2024-08-12,8750.72462075
2024-08-13,8897.51823316
2024-08-14,9038.49723818
2024-08-15,8939.49075967
2024-08-16,8846.51073545
2024-08-17,9068.79247745
2024-08-18,8928.06679136
2024-08-19,8929.66430724
2024-08-20,8894.23579964
2024-08-21,8795.73590509
2024-08-22,9039.13196307
2024-08-23,9043.62351773
2024-08-24,9040.19844532
2024-08-25,9100.86474584
2024-08-26,8986.57724637
2024-08-27,7865.04189317
2024-08-28,1731.61977896
2024-08-29,2098.33654417
2024-08-30,1662.76057641
2024-08-31,1628.88725349
2024-09-01,1566.60289446
2024-09-02,1518.52027107
2024-09-03,1635.27053827
2024-09-04,1623.18249255
2024-09-05,1612.75690354
2024-09-06,1656.20993072
2024-09-07,1560.06962491
2024-09-08,1744.53467056
2024-09-09,1736.65132388
2024-09-10,1723.077014
2024-09-11,1750.7034507
2024-09-12,1653.14378842
2024-09-13,1636.20527243
2024-09-14,2067.8890709
2024-09-15,2031.60473867
2024-09-16,1952.80564374
2024-09-17,1690.85382923
2024-09-18,1925.19897217
2024-09-19,1921.1168795
2024-09-20,1814.17891807
2024-09-21,1761.10214778
2024-09-22,1617.44880592
2024-09-23,1610.02009144
2024-09-24,1631.21554772
2024-09-25,1671.79302569
2024-09-26,1685.62860767
2024-09-27,1782.60507348
2024-09-28,1646.3460093
2024-09-29,1760.7701142
2024-09-30,1536.69225182
2024-10-01,1538.54848249
2024-10-02,1692.55062279
2024-10-03,1788.29137069
2024-10-04,1923.13898636
2024-10-05,1756.43750615
2024-10-06,1688.28101993
2024-10-07,1604.96210319
2024-10-08,1606.73423156
2024-10-09,1583.10323601
2024-10-10,1746.86013281
2024-10-11,2403.96842385
2024-10-12,1520.63454907
2024-10-13,1625.86509526
2024-10-14,1719.83353463
2024-10-15,1775.93126724
2024-10-16,1617.70969876
2024-10-17,1692.62468823
2024-10-18,1734.27402328
2024-10-19,1610.00179306
2024-10-20,1712.10261908
2024-10-21,1676.85275707
2024-10-22,1789.9145419
2024-10-23,1594.87856955
2024-10-24,1869.61992726
2024-10-25,1971.37525451
