date,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2022-06-27,4752681.95870511
2022-06-28,4728243.587470087
2022-06-29,4733539.625028175
2022-06-30,4764458.466173692
2022-07-01,4792251.939260271
2022-07-02,4766394.252307585
2022-07-03,4776210.112073791
2022-07-04,4733158.428577529
2022-07-05,4664287.171566828
2022-07-06,4668432.29295979
2022-07-07,4592499.287492808
2022-07-08,4582213.911676438
2022-07-09,4585929.429881628
2022-07-10,4608857.049730514
2022-07-11,4631129.278720056
2022-07-12,4636977.594621113
2022-07-13,4709606.122418354
2022-07-14,4694286.94987131
2022-07-15,4625271.9976708265
2022-07-16,4568939.632813873
2022-07-17,4549306.378310194
2022-07-18,4516547.514762275
2022-07-19,4400858.357990037
2022-07-20,4380234.86575284
2022-07-21,4384347.780368413
2022-07-22,4346408.984482995
2022-07-23,4344906.306826449
2022-07-24,4318683.827095923
2022-07-25,4289220.776384394
2022-07-26,4323700.989256263
2022-07-27,4334124.658561364
2022-07-28,4291955.722894685
2022-07-29,4271269.879129963
2022-07-30,4297453.563424557
2022-07-31,4321483.346402333
2022-08-01,4313372.869280947
2022-08-02,4330436.1071951175
2022-08-03,4360817.32129921
2022-08-04,4373904.706035644
2022-08-05,4379072.548661008
2022-08-06,4328477.36230035
2022-08-07,4310922.666934066
2022-08-08,4298961.80714851
2022-08-09,4198247.75874241
2022-08-10,4150528.0706816902
2022-08-11,4093702.1827800344
2022-08-12,4025249.067423885
2022-08-13,4018105.357830826
2022-08-14,3944935.3476553503
2022-08-15,3953348.559587075
2022-08-16,3960062.7081829747
2022-08-17,3988053.0443148827
2022-08-18,4009989.3068880257
2022-08-19,4025477.3326416556
2022-08-20,4045915.310567293
2022-08-21,4068339.7427253644
2022-08-22,4056840.490044112
2022-08-23,4037718.643540684
2022-08-24,4005706.8145658947
2022-08-25,4013100.402001306
2022-08-26,4011408.5726947086
2022-08-27,4070666.726981814
2022-08-28,4068455.35840176
2022-08-29,4044229.7976610307
2022-08-30,4008754.179312204
2022-08-31,3965088.557780717
2022-09-01,3934372.617283774
2022-09-02,3887086.5200573583
2022-09-03,3940334.7072153697
2022-09-04,3939678.4730378035
2022-09-05,3916670.187071547
2022-09-06,3834980.5732313627
2022-09-07,3741027.460908705
2022-09-08,3826617.1365406034
2022-09-09,3806977.9721812443
2022-09-10,3770071.90199779
2022-09-11,3719647.135095506
2022-09-12,3691732.975582807
2022-09-13,3679812.354971949
2022-09-14,3567569.5732796043
2022-09-15,3114118.4407368433
2022-09-16,3657764.399869135
2022-09-17,3780669.555088079
2022-09-18,3798133.79164863
2022-09-19,3800967.470234468
2022-09-20,3816084.2127873832
2022-09-21,3897635.574245514
2022-09-22,3940313.007449149
2022-09-23,3943503.262686111
2022-09-24,3939583.1517662494
2022-09-25,3943901.383317065
2022-09-26,3957920.1148521393
2022-09-27,3936395.8710602312
2022-09-28,4026488.9799268153
2022-09-29,4030713.55877959
2022-09-30,4036923.5369556015
2022-10-01,4065092.914009858
2022-10-02,4071565.3550983393
2022-10-03,4074310.3442785693
2022-10-04,4060534.0105169355
2022-10-05,4059378.5658487654
2022-10-06,4078006.3997171936
2022-10-07,4065703.432460439
2022-10-08,4072076.144880594
2022-10-09,4071939.6563657084
2022-10-10,4070995.6309615327
2022-10-11,4072120.940680176
2022-10-12,4079315.276268307
2022-10-13,4100055.7674877867
2022-10-14,4095305.6576737887
2022-10-15,4098937.814250038
2022-10-16,4117003.2577770287
2022-10-17,4097505.9089378873
2022-10-18,4109738.1071051294
2022-10-19,4132221.346840244
2022-10-20,4137806.8933802187
2022-10-21,4125867.366991941
2022-10-22,4121590.8871737286
2022-10-23,4097536.594157356
2022-10-24,4061100.6259427737
2022-10-25,4064449.935659734
2022-10-26,3992434.368226763
2022-10-27,3947061.646978121
2022-10-28,3964009.387508432
2022-10-29,3939177.7048531557
2022-10-30,3916073.8193107997
2022-10-31,3923633.956413423
2022-11-01,3924029.760962189
2022-11-02,3928444.6298017586
2022-11-03,3952610.4797278265
2022-11-04,3966720.0064482056
2022-11-05,3921836.5434654625
2022-11-06,3913029.698323644
2022-11-07,3945116.050254863
2022-11-08,3969465.202223995
2022-11-09,4100361.9004949136
2022-11-10,4159492.736109853
2022-11-11,4251367.983283459
2022-11-12,4262600.022762712
2022-11-13,4235998.8862883905
2022-11-14,4219500.804492173
2022-11-15,3985641.0377430473
2022-11-16,3927633.3101096344
2022-11-17,3984268.558816906
2022-11-18,3973998.50240971
2022-11-19,3948691.054295727
2022-11-20,3936795.102132632
2022-11-21,3988464.234719578
2022-11-22,4122918.9631178207
2022-11-23,3885363.5077788015
2022-11-24,3822876.6821716614
2022-11-25,3751299.8500624862
2022-11-26,3780443.812782926
2022-11-27,3785117.3587352326
2022-11-28,3806111.844035843
2022-11-29,3828380.4478038647
2022-11-30,3712973.676782822
2022-12-01,3663107.596928998
2022-12-02,3721180.194985539
2022-12-03,3707658.022195316
2022-12-04,3740505.02082845
2022-12-05,3725212.0849478706
2022-12-06,3707547.0697672023
2022-12-07,3707691.41393082
2022-12-08,3763446.0428954996
2022-12-09,3735920.5026277374
2022-12-10,3750179.7921673516
2022-12-11,3739667.893131613
2022-12-12,3756544.279891186
2022-12-13,3742870.8424426746
2022-12-14,3692612.7493033325
2022-12-15,3724732.40437598
2022-12-16,3734837.473708369
2022-12-17,3813534.624703616
2022-12-18,3782902.01438797
2022-12-19,3791349.391822116
2022-12-20,3808699.036134847
2022-12-21,3793175.0152435764
2022-12-22,3839146.9549369067
2022-12-23,3819471.1962763546
2022-12-24,3771469.6044474877
2022-12-25,3781910.335347099
2022-12-26,3781474.847938976
2022-12-27,3782788.868691711
2022-12-28,3798601.131499827
2022-12-29,3847945.121209827
2022-12-30,3823674.7067546044
2022-12-31,3842065.212914747
2023-01-01,3812661.7770247557
2023-01-02,3816912.939472097
2023-01-03,3800036.189181035
2023-01-04,3809200.7143995897
2023-01-05,3795456.512602834
2023-01-06,3805282.8231393537
2023-01-07,3784597.4586727214
2023-01-08,3791444.0732199745
2023-01-09,3850221.1314688856
2023-01-10,3784514.107651548
2023-01-11,3788391.024608617
2023-01-12,3766177.0638772384
2023-01-13,3746278.310905233
2023-01-14,3790585.9572633132
2023-01-15,3790710.2409864822
2023-01-16,3788127.2298119697
2023-01-17,3777286.464986753
2023-01-18,3761131.096876283
2023-01-19,3795306.036448906
2023-01-20,3820286.0068947854
2023-01-21,3823660.9912978658
2023-01-22,3827217.087441094
2023-01-23,3840235.8245920227
2023-01-24,3867960.818716574
2023-01-25,3921812.5418608827
2023-01-26,3906066.473280489
2023-01-27,3915001.267605742
2023-01-28,3922243.504732123
2023-01-29,3946802.9501597667
2023-01-30,3934953.711282051
2023-01-31,3982066.1030291216
2023-02-01,3947890.9633593587
2023-02-02,3946478.8353132657
2023-02-03,3922371.6563263247
2023-02-04,3918686.1189612583
2023-02-05,3920233.889288903
2023-02-06,3942072.9607857307
2023-02-07,3933398.6267591193
2023-02-08,3920012.6290460764
2023-02-09,3907333.4688355024
2023-02-10,3964859.770235024
2023-02-11,3992726.6576361856
2023-02-12,3952523.5272855633
2023-02-13,3964657.810174188
2023-02-14,4081429.3824737878
2023-02-15,4045484.4548679334
2023-02-16,3998043.0277306247
2023-02-17,4010639.9373692246
2023-02-18,4001148.272949955
2023-02-19,4002563.883931188
2023-02-20,4010613.473800718
2023-02-21,3958415.551579569
2023-02-22,3986535.9572967486
2023-02-23,3997264.9042788944
2023-02-24,4006724.035018092
2023-02-25,3988515.7636819463
2023-02-26,3983865.259257015
2023-02-27,3996903.1635304177
2023-02-28,4043702.2597599323
2023-03-01,4002563.96140663
2023-03-02,3986568.0692057125
2023-03-03,3976129.606411178
2023-03-04,3999761.2763679614
2023-03-05,4008585.0899429433
2023-03-06,4007239.1025272724
2023-03-07,3982513.9397271527
2023-03-08,3997562.776403271
2023-03-09,3984436.861076034
2023-03-10,3969278.826464955
2023-03-11,3967173.3403865322
2023-03-12,3744005.6216456397
2023-03-13,3711579.8825902594
2023-03-14,3665326.8507601423
2023-03-15,3674406.320099916
2023-03-16,3700054.2950473716
2023-03-17,3745046.0582828545
2023-03-18,3700518.7501882105
2023-03-19,3753198.2850470855
2023-03-20,3755646.8938088603
2023-03-21,3789771.5812208755
2023-03-22,3754065.5728737386
2023-03-23,3803183.8820749493
2023-03-24,3748643.425452833
2023-03-25,3773242.2168700327
2023-03-26,3770704.021860408
2023-03-27,3762653.8427234176
2023-03-28,3792153.388159998
2023-03-29,3778205.13905674
2023-03-30,3784047.315000241
2023-03-31,3777669.6255377685
2023-04-01,3786819.3802243816
2023-04-02,3786292.711801918
2023-04-03,3796125.7061027186
2023-04-04,3782829.7076424337
2023-04-05,3749481.2920791074
2023-04-06,3689202.584907688
2023-04-07,3725908.067540339
2023-04-08,3718783.2136000525
2023-04-09,3726353.9541188693
2023-04-10,3716067.655544949
2023-04-11,3731786.0298237135
2023-04-12,3843671.4630963174
2023-04-13,3802212.6078764787
2023-04-14,3765899.62613639
2023-04-15,3777795.043380692
2023-04-16,3787172.330412435
2023-04-17,3745352.271038219
2023-04-18,3726429.565679261
2023-04-19,3750838.4139918513
2023-04-20,3775501.8655675785
2023-04-21,3704534.0848314026
2023-04-22,3708027.147637861
2023-04-23,3684364.288505978
2023-04-24,3692751.711015237
2023-04-25,3667143.7365079653
2023-04-26,3651476.7498594327
2023-04-27,3663656.8799681235
2023-04-28,3655110.8192647547
2023-04-29,3643942.9451836096
2023-04-30,3647525.212302739
2023-05-01,3631120.4840840003
2023-05-02,3640178.8634617375
2023-05-03,3630369.9649972073
2023-05-04,3615056.3313114466
2023-05-05,3615893.8281976623
2023-05-06,3553793.82284804
2023-05-07,3595537.820670744
2023-05-08,3576754.6595493164
2023-05-09,3570634.0492151105
2023-05-10,3586252.921742561
2023-05-11,3544522.063239126
2023-05-12,3557690.882726883
2023-05-13,3541930.342969263
2023-05-14,3533798.113609777
2023-05-15,3530112.963778014
2023-05-16,3523789.4714833065
2023-05-17,3527677.1201146534
2023-05-18,3531729.7178850146
2023-05-19,3517090.307156905
2023-05-20,3511479.069199969
2023-05-21,3509163.4914460103
2023-05-22,3505128.6343797804
2023-05-23,3516493.0954393586
2023-05-24,3430689.233244158
2023-05-25,3441067.177543561
2023-05-26,3442522.288854344
2023-05-27,3431446.6219179183
2023-05-28,3416236.256394014
2023-05-29,3406302.8836587667
2023-05-30,3390912.3849401344
2023-05-31,3384836.5120799066
2023-06-01,3370604.6828714083
2023-06-02,3337343.9945507664
2023-06-03,3330292.3698355365
2023-06-04,3335812.071121163
2023-06-05,3341048.117888521
2023-06-06,3360754.798914356
2023-06-07,3377891.8905481827
2023-06-08,3414883.847274269
2023-06-09,3413039.1537643564
2023-06-10,3437368.326193025
2023-06-11,3460158.4019228453
2023-06-12,3457926.997435623
2023-06-13,3481713.4467730294
2023-06-14,3489294.8300607945
2023-06-15,3526536.3500451082
2023-06-16,3515841.6885274486
2023-06-17,3543502.111748944
2023-06-18,3563548.8030501753
2023-06-19,3564233.695623972
2023-06-20,3522571.812560844
2023-06-21,3517833.855618342
2023-06-22,3450286.0420937296
2023-06-23,3427350.127282751
2023-06-24,3415692.88362535
2023-06-25,3412931.6920223883
2023-06-26,3412601.560102286
2023-06-27,3433490.0531615512
2023-06-28,3420365.7431780915
2023-06-29,3434371.835897607
2023-06-30,3427798.2158950483
2023-07-01,3379146.0338732894
2023-07-02,3368542.071331266
2023-07-03,3386313.83852169
2023-07-04,3384630.8236334994
2023-07-05,3398988.3353626747
2023-07-06,3391565.382915944
2023-07-07,3408498.474717265
2023-07-08,3425478.9976899764
2023-07-09,3432479.763366739
2023-07-10,3421423.0482253395
2023-07-11,3413474.139876868
2023-07-12,3419433.653263752
2023-07-13,3427697.8490239633
2023-07-14,3381197.5483767907
2023-07-15,3382255.505144968
2023-07-16,3427443.7589116003
2023-07-17,3424071.569157429
2023-07-18,3425269.99808665
2023-07-19,3429122.3238475546
2023-07-20,3424660.0393844037
2023-07-21,3436851.5625814204
2023-07-22,3423340.929956922
2023-07-23,3451599.7991870274
2023-07-24,3429054.2373801344
2023-07-25,3441865.9474306675
2023-07-26,3438595.92001061
2023-07-27,3430592.1276697908
2023-07-28,3408885.5612977855
2023-07-29,3417217.146676698
2023-07-30,3416590.0594585785
2023-07-31,3397840.2473637946
2023-08-01,3384127.0204162896
2023-08-02,3341176.7064148337
2023-08-03,3338861.200069951
2023-08-04,3343209.6313783047
2023-08-05,3345875.1589977765
2023-08-06,3352786.565359478
2023-08-07,3358366.992234261
2023-08-08,3363640.7384646945
2023-08-09,3370299.0975237205
2023-08-10,3361459.3443943365
2023-08-11,3363978.379995973
2023-08-12,3365216.2353211064
2023-08-13,3370179.894120062
2023-08-14,3353093.636877015
2023-08-15,3346901.029606355
2023-08-16,3349865.5475912387
2023-08-17,3336964.965333431
2023-08-18,3306057.756781244
2023-08-19,3300472.386567595
2023-08-20,3284257.917034076
2023-08-21,3272745.720502193
2023-08-22,3286631.1343349386
2023-08-23,3311864.9833130734
2023-08-24,3270270.9911488406
2023-08-25,3256592.6251123105
2023-08-26,3268936.936695592
2023-08-27,3263481.1075734845
2023-08-28,3240756.4636128796
2023-08-29,3215377.1018850063
2023-08-30,3149545.2156560645
2023-08-31,3155367.288305088
2023-09-01,3161290.6667130785
2023-09-02,3156411.8407051014
2023-09-03,3149465.173401483
2023-09-04,3149607.037053749
2023-09-05,3151501.3507521115
2023-09-06,3143041.382758303
2023-09-07,3142593.5021558916
2023-09-08,3119363.476256588
2023-09-09,3115685.7019413733
2023-09-10,3115402.033901259
2023-09-11,3142400.625871595
2023-09-12,3154531.783001589
2023-09-13,3137723.3383477223
2023-09-14,3139583.572604303
2023-09-15,3123518.3969580056
2023-09-16,3121835.876278716
2023-09-17,3130862.356615803
2023-09-18,3137329.4436830976
2023-09-19,3125754.540969028
2023-09-20,3124218.151029982
2023-09-21,3157295.5453649447
2023-09-22,3163888.294819044
2023-09-23,3149464.7507584146
2023-09-24,3141773.0074071847
2023-09-25,3142622.4447353655
2023-09-26,3135260.8049544264
2023-09-27,3133218.067505653
2023-09-28,3124547.09155756
2023-09-29,3086752.0315421093
2023-09-30,3079282.6642260416
2023-10-01,3073148.1083702575
2023-10-02,3077501.466976258
2023-10-03,3138660.1999060097
2023-10-04,3161957.869892786
2023-10-05,3180160.150977846
2023-10-06,3190193.650355009
2023-10-07,3174333.016795702
2023-10-08,3177143.66863423
2023-10-09,3164829.6453645728
2023-10-10,3193404.5310577457
2023-10-11,3214887.24940856
2023-10-12,3211002.3433045372
2023-10-13,3225720.175007982
2023-10-14,3243080.649147598
2023-10-15,3244905.432551764
2023-10-16,3245192.943575272
2023-10-17,3202308.3675271017
2023-10-18,3219671.3949699383
2023-10-19,3221019.353628426
2023-10-20,3221589.7946013077
2023-10-21,3225693.740463551
2023-10-22,3241653.1829735776
2023-10-23,3225876.169798922
2023-10-24,3217695.0608886452
2023-10-25,3212623.843852171
2023-10-26,3213787.3072133143
2023-10-27,3202758.11604298
2023-10-28,3230904.95229314
2023-10-29,3233631.444050862
2023-10-30,3238976.338311385
2023-10-31,3241061.5996775716
2023-11-01,3161411.3531717863
2023-11-02,3232936.320776431
2023-11-03,3242369.048615871
2023-11-04,3229292.402885555
2023-11-05,3226192.5256802216
2023-11-06,3191419.3312954977
2023-11-07,3181965.6040509995
2023-11-08,3209654.017458849
2023-11-09,3210621.926971678
2023-11-10,3113490.9111042595
2023-11-11,3117213.9007145506
2023-11-12,3106878.6368266274
2023-11-13,3143997.057723592
2023-11-14,3140725.636640297
2023-11-15,3182951.697632428
2023-11-16,3165839.668002988
2023-11-17,3194878.5914933076
2023-11-18,3179452.850488918
2023-11-19,3168291.010744756
2023-11-20,3147889.6387482686
2023-11-21,3135378.6444100616
2023-11-22,3148631.869883073
2023-11-23,3046807.5754039786
2023-11-24,3031728.2671329537
2023-11-25,3024849.0343925166
2023-11-26,3037840.8857860244
2023-11-27,3053848.780123342
2023-11-28,3071699.5553801167
2023-11-29,3076071.949554905
2023-11-30,3094443.6252345284
2023-12-01,3097670.703310891
2023-12-02,3091134.1193337985
2023-12-03,3079676.3097390546
2023-12-04,3080829.649186306
2023-12-05,3057958.6684748502
2023-12-06,3083347.129132616
2023-12-07,3089841.174931344
2023-12-08,3112049.985723372
2023-12-09,3131538.2509309547
2023-12-10,3147389.7263109433
2023-12-11,3153381.215785013
2023-12-12,3188396.116145942
2023-12-13,3175374.049896475
2023-12-14,3173731.6372336377
2023-12-15,3164562.073585774
2023-12-16,3234309.5260016127
2023-12-17,3249213.4723920445
2023-12-18,3340353.895696321
2023-12-19,3321150.1442479864
2023-12-20,3365222.8080284283
2023-12-21,3288833.798453596
2023-12-22,3282102.2387545393
2023-12-23,3263576.000034584
2023-12-24,3272013.6599872336
2023-12-25,3286211.428318423
2023-12-26,3301355.1432368914
2023-12-27,3317408.4539787024
2023-12-28,3263554.1752696424
2023-12-29,3237248.128323006
2023-12-30,3251149.14993294
2023-12-31,3279863.4118533363
2024-01-01,3288665.2052285117
2024-01-02,3291175.790573868
2024-01-03,3302773.770825245
2024-01-04,3343524.382346304
2024-01-05,3354902.2975902488
2024-01-06,3390040.1667785323
2024-01-07,3394033.3993835123
2024-01-08,3402879.670680985
2024-01-09,3378697.6880983743
2024-01-10,3345657.6782006663
2024-01-11,3320702.3718877095
2024-01-12,3316758.5643290696
2024-01-13,3267278.9817992207
2024-01-14,3272492.6941571934
2024-01-15,3291762.9937076406
2024-01-16,3288921.783827617
2024-01-17,3266421.3753262744
2024-01-18,3241778.5418185894
2024-01-19,3314331.3319074293
2024-01-20,3332258.097665775
2024-01-21,3279805.216212938
2024-01-22,3260814.090453331
2024-01-23,3266378.310558679
2024-01-24,3279722.3525248244
2024-01-25,3295222.74892832
2024-01-26,3282430.2278344478
2024-01-27,3303384.026068318
2024-01-28,3293285.5683910525
2024-01-29,3302131.2131637037
2024-01-30,3274551.015838746
2024-01-31,3263583.011017829
2024-02-01,3272577.3344554324
2024-02-02,3282044.5889722495
2024-02-03,3292675.615372197
2024-02-04,3292336.1735869874
2024-02-05,3290876.6765096933
2024-02-06,3358017.4154292108
2024-02-07,3267538.411426937
2024-02-08,3258388.4918582807
2024-02-09,3273717.911000158
2024-02-10,3259276.154449008
2024-02-11,3256907.803482159
2024-02-12,3276857.0570376744
2024-02-13,3263351.238122728
2024-02-14,3200152.1700560586
2024-02-15,3156033.021384402
2024-02-16,3137120.6524969675
2024-02-17,3131822.0328975627
2024-02-18,3141088.9620967903
2024-02-19,3129325.970797715
2024-02-20,3108311.3143564863
2024-02-21,3146490.2910521803
2024-02-22,3131240.3040875914
2024-02-23,3124348.693982058
2024-02-24,3137197.1335198665
2024-02-25,3130075.5960016684
2024-02-26,3090354.383344525
2024-02-27,3022784.6248979135
2024-02-28,3006899.711704698
2024-02-29,3024608.422044246
2024-03-01,3014228.9347594017
2024-03-02,3066870.8739394164
2024-03-03,3080030.78892926
2024-03-04,3077871.585851809
2024-03-05,3096649.2314169025
2024-03-06,3076687.461433424
2024-03-07,3042062.40815167
2024-03-08,3040944.800741309
2024-03-09,3058454.05708367
2024-03-10,3056646.8376534083
2024-03-11,3047765.5112200156
2024-03-12,3028078.075702776
2024-03-13,3034944.774137573
2024-03-14,3031971.358587173
2024-03-15,3021295.0990228276
2024-03-16,2993704.649894267
2024-03-17,3011089.487410841
2024-03-18,3010096.6373824393
2024-03-19,3021050.270950637
2024-03-20,3009237.5043558404
2024-03-21,2986848.128674087
2024-03-22,2965832.4470662577
2024-03-23,2975362.9198412267
2024-03-24,2974157.9333240213
2024-03-25,2986573.6881852997
2024-03-26,2992246.240434906
2024-03-27,3011180.093893914
2024-03-28,2983609.3152723745
2024-03-29,2987266.0051371
2024-03-30,2970055.046348079
2024-03-31,2957620.1260405844
2024-04-01,2942517.6143762893
2024-04-02,2969542.9930365747
2024-04-03,2965355.8287684945
2024-04-04,2991990.1813961733
2024-04-05,3002464.656379801
2024-04-06,2998679.882464403
2024-04-07,3011441.9034615904
2024-04-08,3017233.7738747546
2024-04-09,2963360.4060083954
2024-04-10,2993864.579688445
2024-04-11,3029738.8755735755
2024-04-12,3062808.9151371694
2024-04-13,3062978.979232777
2024-04-14,3034332.171017253
2024-04-15,3040864.656385577
2024-04-16,3034840.356707071
2024-04-17,3048128.736559831
2024-04-18,3074175.9629444266
2024-04-19,3056495.2830242873
2024-04-20,3066172.4212982436
2024-04-21,3059918.52108179
2024-04-22,3057621.8062125784
2024-04-23,3064723.896513754
2024-04-24,3041721.8626420926
2024-04-25,3068551.242052817
2024-04-26,3052541.265909219
2024-04-27,3060301.0526589924
2024-04-28,3044560.8939402956
2024-04-29,3045058.1923259622
2024-04-30,3039436.8574211113
2024-05-01,3070069.8868330456
2024-05-02,3078553.2956369803
2024-05-03,3078100.412985514
2024-05-04,3077412.382452329
2024-05-05,3083023.665211666
2024-05-06,3087974.8344199304
2024-05-07,3106228.12093271
2024-05-08,3081075.790258974
2024-05-09,3066333.2341346964
2024-05-10,3071731.5222821245
2024-05-11,3098419.403952637
2024-05-12,3100570.2161235344
2024-05-13,3097855.8690501666
2024-05-14,3056274.394998743
2024-05-15,3057065.4834187347
2024-05-16,3010994.433673627
2024-05-17,3023727.782253614
2024-05-18,3003938.2421110664
2024-05-19,2991419.622357552
2024-05-20,3010899.393080329
2024-05-21,2942035.6908841464
2024-05-22,2915137.860159195
2024-05-23,2916547.8722792757
2024-05-24,2963321.9357951093
2024-05-25,2973312.654412342
2024-05-26,2969363.6991025214
2024-05-27,2944599.076684712
2024-05-28,2937401.059531169
2024-05-29,2934188.3612107206
2024-05-30,2948283.0661039115
2024-05-31,2940433.4758809214
2024-06-01,2934440.3309938507
2024-06-02,2933842.7542311656
2024-06-03,2926995.6695945146
2024-06-04,2931731.6264018733
2024-06-05,2908536.9899360863
2024-06-06,2879381.2051063273
2024-06-07,2868860.389683918
2024-06-08,2874441.8434505486
2024-06-09,2871021.483675169
2024-06-10,2874690.944991447
2024-06-11,2874067.099916053
2024-06-12,2890771.2333541946
2024-06-13,2888421.533698152
2024-06-14,2888328.5320346896
2024-06-15,2877062.3661628603
2024-06-16,2854924.437567873
2024-06-17,2843348.781504053
2024-06-18,2851116.22735758
2024-06-19,2851531.5445202366
2024-06-20,2833040.5658375034
2024-06-21,2806255.840835675
2024-06-22,2834614.2034581034
2024-06-23,2840025.482535225
2024-06-24,2854752.6884682807
2024-06-25,2856381.661222637
2024-06-26,2860804.3661550693
2024-06-27,2852256.5875224923
2024-06-28,2809099.8597960854
2024-06-29,2814570.307825594
2024-06-30,2821660.7847452057
2024-07-01,2864853.036490168
2024-07-02,2804958.1206445494
2024-07-03,2813156.316585544
2024-07-04,2790300.9349035914
2024-07-05,2763718.7264409405
2024-07-06,2751077.171884976
2024-07-07,2753389.88461111
2024-07-08,2753545.619453655
2024-07-09,2756787.8705950375
2024-07-10,2747726.8980471077
2024-07-11,2727491.030937971
2024-07-12,2727121.2637223336
2024-07-13,2716745.18648633
2024-07-14,2704322.881345985
2024-07-15,2709144.42760574
2024-07-16,2718320.014385427
2024-07-17,2735271.61806952
2024-07-18,2748947.079054134
2024-07-19,2726249.9510328122
2024-07-20,2715532.4926338345
2024-07-21,2722903.9816008196
2024-07-22,2708895.079882707
2024-07-23,2708368.5586610725
2024-07-24,2670643.876133914
2024-07-25,2709378.2814136795
2024-07-26,2721394.103730868
2024-07-27,2748956.413622069
2024-07-28,2746498.987698055
2024-07-29,2748286.234571549
2024-07-30,2739015.319441081
2024-07-31,2761827.75342095
2024-08-01,2759054.408158052
2024-08-02,2767151.096370888
2024-08-03,2776621.338823971
2024-08-04,2786100.5975314053
2024-08-05,2782128.1925653615
2024-08-06,2804251.6125979233
2024-08-07,2833991.8159350664
2024-08-08,2838309.431706303
2024-08-09,2834819.531570657
2024-08-10,2839988.1915317047
2024-08-11,2828677.940364521
2024-08-12,2792435.321083914
2024-08-13,2803953.2683112733
2024-08-14,2851623.6961861956
2024-08-15,2864382.1741532735
2024-08-16,2873908.4715538193
2024-08-17,2876704.2772780065
2024-08-18,2873574.2707796334
2024-08-19,2879520.6895014076
2024-08-20,2886408.1515829046
2024-08-21,2874936.9800584256
2024-08-22,2910206.6801726143
2024-08-23,2917778.5138065643
2024-08-24,2934712.3899562834
2024-08-25,2930434.3261449626
2024-08-26,2918089.736421799
2024-08-27,2913198.1941655865
2024-08-28,2926397.8079119925
2024-08-29,2894776.1600329163
2024-08-30,2908532.5821413104
2024-08-31,2905802.0484726527
2024-09-01,2913810.613675959
2024-09-02,2928428.797666966
2024-09-03,2913981.391441018
2024-09-04,2906098.3719612327
2024-09-05,2867832.986875329
2024-09-06,2900317.19247465
2024-09-07,2876098.0810398245
2024-09-08,2876519.9549255534
2024-09-09,2889117.1834353255
2024-09-10,2911295.9611175396
2024-09-11,2925823.5978723783
2024-09-12,2942267.952695336
2024-09-13,2945538.82820241
2024-09-14,2947466.20472875
2024-09-15,2935050.509669787
2024-09-16,2944976.248623365
2024-09-17,2911459.2397800316
2024-09-18,2912323.792017377
2024-09-19,2905516.997889614
2024-09-20,2908760.0135076465
2024-09-21,2939388.4123324184
2024-09-22,2926972.2499452145
2024-09-23,2918470.6898811706
2024-09-24,2898288.5807637875
2024-09-25,2910056.167647238
2024-09-26,2930242.3075901805
2024-09-27,2876471.130678581
2024-09-28,2892737.2073929887
2024-09-29,2887750.1276619383
2024-09-30,2900944.5585743664
2024-10-01,2928907.1627635066
2024-10-02,2923903.458897817
2024-10-03,2915455.368038472
2024-10-04,2924805.0851234873
2024-10-05,2956406.204723521
2024-10-06,2962061.5525925346
2024-10-07,2978514.4310899857
2024-10-08,2972839.8299083253
2024-10-09,2959163.105267537
2024-10-10,2959484.1438634433
2024-10-11,2972057.010127588
2024-10-12,2966455.95517902
2024-10-13,2962858.489265804
2024-10-14,2958412.8900075722
2024-10-15,2924506.3388586496
2024-10-16,2943191.8433603593
2024-10-17,2935842.3497836194
2024-10-18,2947432.8923441377
